ID	eggNOG OGs	KEGG_ko	KEGG_Pathway	KEGG_Module	PFAMs	kofam_KO	merged_KO	dbCAN.mod	dbCAN.enzclass
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13580	COG2199	-	-	-	GGDEF,HisKA_7TM,PAS,PAS_3,PAS_4,PAS_8,PAS_9,TPR_2,TPR_8	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13585	COG0516,COG0517	K00088	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	M00050	CBS,FMN_dh,IMPDH	-	K00088	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13590	28IBJ	-	-	-	-	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13595	COG0648	K01151	ko03410,map03410	-	AP_endonuc_2,UvdE	-	K01151	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13600	COG1720	-	-	-	UPF0066	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13605	COG3601	-	-	-	5TM-5TMR_LYT,CbiM,DUF3816,ECF-ribofla_trS,ECF_trnsprt,Thia_YuaJ	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13610	COG3871	-	-	-	Putative_PNPOx,Pyridox_oxidase	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13615	COG1937	K21600	-	-	Trns_repr_metal	-	K21600	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13620	COG2217	K01533,K17686	ko01524,ko04016,map01524,map04016	-	E1-E2_ATPase,HAD,HMA,Hydrolase,Hydrolase_3,YHS	-	K01533,K17686	CBM50	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13625	COG1846	-	-	-	FUR,HTH_27,HTH_5,MarR,MarR_2,TrmB	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13630	COG0730	K07090	-	-	TauE	-	K07090	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13635	COG2221,COG4624	-	-	-	Fe_hyd_lg_C,Fer4,Fer4_10,Fer4_2,Fer4_6,Fer4_7,Fer4_9	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13640	COG0042	-	-	-	Dus	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13650	COG0476	K03148	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	3HCDH_N,NAD_binding_7,Sacchrp_dh_NADP,ThiF,ThiS-like,UDPG_MGDP_dh_N	-	K03148	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13655	COG2022	K03149	ko00730,ko01100,map00730,map01100	-	His_biosynth,TMP-TENI,ThiG,ThiS	-	K03149	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13660	COG0502	K03150	ko00730,ko01100,map00730,map01100	-	BATS,Radical_SAM	-	K03150	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13665	COG0352	K00788	ko00730,ko01100,map00730,map01100	M00127	DHO_dh,DUF561,Dus,His_biosynth,NMO,NanE,QRPTase_C,TMP-TENI	-	K00788	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13670	COG1396,COG1917	-	-	-	AraC_binding,Cupin_2,HTH_19,HTH_25,HTH_26,HTH_3,HTH_31	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13675	COG3760	K19055	-	-	tRNA_edit	-	K19055	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13680	COG3859	K16789	-	-	DUF3816,ECF-ribofla_trS,ECF_trnsprt,Thia_YuaJ	-	K16789	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13685	COG1266	K07052	-	-	Abi	-	K07052	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13690	COG0067,COG0069,COG0070	K00265,K00284	ko00250,ko00630,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00630,map00910,map01100,map01110,map01120,map01130,map01230	-	FMN_dh,GATase_2,GXGXG,Glu_syn_central,Glu_synthase	-	K00265,K00284	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13695	COG0493	K00266	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	Amino_oxidase,DAO,FAD_binding_2,FAD_binding_3,FAD_oxidored,FMO-like,Fer4_20,GIDA,HI0933_like,NAD_binding_8,Pyr_redox,Pyr_redox_2	-	K00266	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13700	COG0791,COG3883	K21471	-	-	DUF3053,ERM,NLPC_P60,SH3_3,SH3_4	-	K21471	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13705	COG0791,COG3883	K21471	-	-	DUF3053,ERM,NLPC_P60,SH3_3,SH3_4	-	K21471	CBM50	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13710	COG0791,COG3883	K21471	-	-	DUF3053,ERM,NLPC_P60,SH3_3,SH3_4	-	K21471	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13715	COG0052	K02967	ko03010,map03010	M00178,M00179	Ribosomal_S2	-	K02967	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13720	COG0264	K02357	-	-	EF_TS,UBA	-	K02357	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13735	COG1484	-	-	-	AAA,Bac_DnaA,IstB_IS21,PhoH	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13740	COG4584	-	-	-	HTH_23,rve	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13750	COG1418	K09163	-	-	HD,HDOD,PIN_4	-	K09163	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13755	COG0770	-	-	-	Zn_dep_PLPC	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13760	COG2270	K06902	ko04138,map04138	-	ATG22,MFS_1,MFS_1_like,MFS_2	-	K06902	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13765	COG2207	-	-	-	AraC_binding,Cupin_2,HTH_18,HTH_AraC	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13770	COG2207	-	-	-	AraC_binding,Cupin_2,HTH_18,HTH_AraC	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13775	COG3250	K01190	ko00052,ko00511,ko00600,ko01100,map00052,map00511,map00600,map01100	-	Bgal_small_N,DUF4981,Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N	-	K01190	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13780	COG3250	K01190	ko00052,ko00511,ko00600,ko01100,map00052,map00511,map00600,map01100	-	Bgal_small_N,DUF4981,Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N	-	K01190	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13785	COG2211	K03292	-	-	MFS_1,MFS_1_like,MFS_2	-	K03292	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13790	COG2602,COG4219	K02172	ko01501,map01501	M00627	Peptidase_M23,Peptidase_M48,Peptidase_M56,Transpeptidase	-	K02172	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13795	COG3682	K02171	ko01501,map01501	M00627	Penicillinase_R	-	K02171	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13805	2BVX8	-	-	-	-	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13810	COG1653	-	-	-	SBP_bac_1,SBP_bac_8	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13815	COG1175	-	-	-	BPD_transp_1	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13820	COG0395	K02026	-	M00207	BPD_transp_1	-	K02026	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13825	2DB9B	-	-	-	DUF4091	-	-	-	GH0
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13830	COG0243	-	-	-	Molybdop_Fe4S4,Molybdopterin,Molydop_binding,TAT_signal	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13835	COG0437	-	-	-	Fer4,Fer4_10,Fer4_11,Fer4_17,Fer4_3,Fer4_4,Fer4_6,Fer4_7,Fer4_8,Fer4_9	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13840	COG0303	K03750	ko00790,ko01100,map00790,map01100	-	MoCF_biosynth,MoeA_C,MoeA_N,NTP_transf_3	-	K03750	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13845	COG1763	K03753,K13818	ko00790,ko01100,map00790,map01100	-	AAA_16,ABC_tran,Arch_ATPase,ArgK,CbiA,KTI12,MMR_HSR1,MobB,NTP_transf_3,NTPase_1,cobW	-	K03753,K13818	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13850	COG0534	-	-	-	MVIN,MatE,Polysacc_synt,Polysacc_synt_C	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13855	COG0528	K09903	ko00240,ko01100,map00240,map01100	-	AA_kinase	-	K09903	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13860	COG0233	K02838	-	-	RRF	-	K02838	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13865	COG0020	K00806	ko00900,ko01110,map00900,map01110	-	Prenyltransf	-	K00806	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13870	COG0575	K00981	ko00564,ko01100,ko01110,ko04070,map00564,map01100,map01110,map04070	M00093	CTP_transf_1,CarS-like,DUF46	-	K00981	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13875	COG0743	K00099	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	DXPR_C,DXP_redisom_C,DXP_reductoisom,Semialdhyde_dh	-	K00099	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13880	COG0750	K11749	ko02024,ko04112,map02024,map04112	-	PDZ,PDZ_2,Peptidase_M50,Peptidase_M50B,Tricorn_PDZ	-	K11749	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13885	COG3409	-	-	-	PG_binding_1,Peptidase_S8,SpoIID	-	-	-	GH0
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13890	COG5279	-	-	-	DUF553,LRR_5,Transglut_core	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13895	COG0505	K01956	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	CPSase_sm_chain,GATase,Peptidase_C26	-	K01956	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13900	COG0458	K01955	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	ATP-grasp,ATP-grasp_3,ATP-grasp_4,CPSase_L_D2,CPSase_L_D3,DAP_epimerase,Dala_Dala_lig_C,GARS_A,MGS,PhzC-PhzF	-	K01955	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13905	COG1595	K03088	-	-	HTH_16,HTH_23,HTH_28,Sigma70_ECF,Sigma70_r2,Sigma70_r4,Sigma70_r4_2	-	K03088	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13910	2CJ98	-	-	-	-	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13915	COG3547	-	-	-	DEDD_Tnp_IS110,Trans_reg_C,Transposase_20	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13920	COG1131	K01990	-	M00254	AAA_15,AAA_21,AAA_23,ABC_tran	-	K01990	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13925	COG1277	-	-	-	ABC2_membrane_2,ABC2_membrane_3,ABC2_membrane_4	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13930	COG3773	K01449	-	-	CW_binding_1,Hydrolase_2,LysM	-	K01449	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13935	COG0745	K19082	ko02020,map02020	M00734,M00737	HATPase_c,Response_reg,Trans_reg_C	-	K19082	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13940	COG0642	K19081	ko02020,map02020	M00734,M00737	HATPase_c,HATPase_c_2	-	K19081	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13945	COG1136	K02003	-	M00258	AAA_21,ABC_tran	-	K02003	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13950	COG0577	K02004	-	M00258	FtsX	-	K02004	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13955	COG1102	-	-	-	Cytidylate_kin2	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13960	COG1917	-	-	-	AraC_binding,Cupin_1,Cupin_2,Cupin_3,Ectoine_synth,MannoseP_isomer	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13965	COG0079	K04720	ko00860,map00860	-	Alliinase_C,Aminotran_1_2,Aminotran_5	-	K04720	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13970	2C1EE	-	-	-	-	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS13975	28MVQ	-	-	-	-	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14110	2AYHW	-	-	-	TraX	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14115	2943S	-	-	-	-	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14125	2DIV4	-	-	-	-	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14130	COG2326	-	-	-	PPK2	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14140	COG0232	K01129	ko00230,map00230	-	HD,HD_assoc	-	K01129	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14145	COG0358	K02316	ko03030,map03030	-	DnaB,DnaB_bind,DnaG_DnaB_bind,Toprim,Toprim_2,Toprim_3,Toprim_4,Toprim_N,zf-CHC2	-	K02316	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14150	COG0568	K03086	-	-	Sigma70_r1_1,Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4	-	K03086	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14155	COG2384	K06967	-	-	MTS,Met_10,Methyltransf_11,Methyltransf_18,Methyltransf_25,Methyltransf_3,Methyltransf_31,PrmA,RNase_H,RVT_3,TrmK,Ubie_methyltran	-	K06967	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14160	COG0327	-	-	-	Methyltransf_18,NIF3,TrmK	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14170	COG0687,COG1177	K11069	ko02010,map02010	M00299	BPD_transp_1,Lipoprotein_8,SBP_bac_1,SBP_bac_11,SBP_bac_6,SBP_bac_8	-	K11069	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14175	COG1176	K11071	ko02010,map02010	M00299	BPD_transp_1	-	K11071	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14180	COG3842	K11072	ko02010,map02010	M00299	AAA_21,ABC_tran,Rad17,TOBE_2	-	K11072	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14185	COG1396	-	-	-	AraC_binding,Cupin_2,Cupin_3,EutQ,HTH_19,HTH_25,HTH_26,HTH_3,HTH_31,HTH_37,MannoseP_isomer,MerR,MerR_1	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14190	COG0082	K01736	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	AAA_17,CM_2,Chorismate_synt,SKI,Shikimate_dh_N	-	K01736	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14195	COG1376	-	-	-	PG_binding_4,YkuD	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14200	COG0343	K00773	-	-	TGT	-	K00773	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14205	COG1862	K03210	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	Ftsk_gamma,YajC	-	K03210	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14210	COG1136	K02003	-	M00258	AAA_21,ABC_tran	-	K02003	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14215	COG0577	K02004	-	M00258	FtsX	-	K02004	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14320	COG0813	K03784	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	PNP_UDP_1	-	K03784	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14330	COG0295	K01489	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	Acetyltransf_1,Acetyltransf_10,Acetyltransf_3,Acetyltransf_4,dCMP_cyt_deam_1,dCMP_cyt_deam_2	-	K01489	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14335	COG0473	K00052	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	Aconitase_C,Iso_dh	-	K00052	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14340	COG0129	K01687	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	ILVD_EDD	-	K01687	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14345	COG0028	K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	CO_dh,POR_N,TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N	-	K01652	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14350	COG1932	K00831	ko00260,ko00680,ko00750,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map00750,map01100,map01120,map01130,map01200,map01230	M00020,M00124	Aminotran_5	-	K00831	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14355	COG0111	K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	2-Hacid_dh,2-Hacid_dh_C,ACT,ACT_4,AdoHcyase_NAD,AlaDh_PNT_C,IlvN,NAD_binding_2	-	K00058	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14360	COG0726,COG5263	K22278	-	-	Big_2,CBM_4_9,CW_binding_1,ChW,Glyco_hydro_11,Polysacc_deac_1	-	K22278	-	CE4
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14365	COG0462	K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	Pribosyl_synth,Pribosyltran,Pribosyltran_N	-	K00948	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14370	COG1160	K03977	-	-	ABC_tran,AIG1,ATP_bind_1,Arf,Dynamin_N,FeoB_N,GTP_EFTU,Guanylate_kin,KH_dom-like,MMR_HSR1,PduV-EutP,Ras,SRPRB,cobW	-	K03977	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14375	COG0344	K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	G3P_acyltransf	-	K08591	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14380	COG0240	K00057	ko00564,ko01110,map00564,map01110	-	3HCDH_N,AlaDh_PNT_C,ApbA,F420_oxidored,G3P_acyltransf,IlvN,NAD_Gly3P_dh_C,NAD_Gly3P_dh_N,NAD_binding_2,NAD_binding_7,NAD_binding_8,PDH,Rossmann-like,Semialdhyde_dh,TrkA_N,UDPG_MGDP_dh_N	-	K00057	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14385	COG0583	-	-	-	HTH_1,LysR_substrate	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14390	COG1082	-	-	-	AP_endonuc_2	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14395	COG0446,COG1902	-	-	-	AlaDh_PNT_C,Amino_oxidase,DAO,Dus,FAD_binding_2,FAD_binding_3,FAD_oxidored,GIDA,HI0933_like,K_oxygenase,NAD_binding_7,NAD_binding_8,Oxidored_FMN,Pyr_redox,Pyr_redox_2,Pyr_redox_3	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14400	COG0169	K00014	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	Shikimate_DH,Shikimate_dh_N	-	K00014	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14405	COG0477	-	-	-	MFS_1	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14410	COG0659	-	-	-	BenE,Xan_ur_permease	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14415	COG0710	K03785	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	AAA_18,DHquinase_I,SKI	-	K03785	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14420	COG0699	K06398	-	-	MMR_HSR1,Spore_IV_A	-	K06398	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14425	COG1380	K06518	-	-	LrgA	-	K06518	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14430	COG1346	-	-	-	LrgB	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14435	COG0521	-	-	-	MoCF_biosynth	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14440	COG2220	-	-	-	Lactamase_B_2,Lactamase_B_3	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14445	COG0328	K03469	ko03030,map03030	-	CMD,DUF559,RNase_H,RVT_3,UPF0066	-	K03469	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14455	COG1781	K00610	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	PyrI,PyrI_C	-	K00610	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14460	COG0540	K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	OTCace,OTCace_N,PyrI_C	-	K00609	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14465	COG0778	-	-	-	Nitroreductase,TM1586_NiRdase	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14470	COG4905	-	-	-	ABC_trans_CmpB	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14475	COG0077,COG1605	K04518,K14170	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00024,M00025	ACT,CM_2,PDT	-	K04518,K14170	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14480	COG2607	K06923	-	-	AAA,AAA_16,CM_2,DUF815,RuvB_N,Torsin	-	K06923	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14485	arCOG12631	-	-	-	bPH_1,bPH_3	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14490	COG1293	-	-	-	DUF814,FbpA,H2TH	-	-	-	-
GCF_004295125.1_ASM429512v1_genomic|NZ_CP036170.1|HDCHBGLK_RS14495	COG1561	-	-	-	DUF1732,YicC_N	-	-	-	-
